,region,hour,region_hour_mean,region_hour_std,day_of_week,region_dow_mean,region_dow_std
4412,26,6,89.57272727272728,60.414694618621986,2,163.86301369863014,101.528917687069
4413,26,6,89.57272727272728,60.414694618621986,3,173.91964285714286,103.36843701805837
4414,26,6,89.57272727272728,60.414694618621986,4,172.2421875,98.26649337312323
4415,26,6,89.57272727272728,60.414694618621986,5,152.90755208333334,106.80008762794894
4416,26,6,89.57272727272728,60.414694618621986,6,130.34895833333334,86.10400066090496
4417,26,7,171.69545454545454,93.97178716453928,0,149.0859375,96.97423902957453
4418,26,7,171.69545454545454,93.97178716453928,1,160.8671875,100.2676369834185
4419,26,7,171.69545454545454,93.97178716453928,2,163.86301369863014,101.528917687069
4420,26,7,171.69545454545454,93.97178716453928,3,173.91964285714286,103.36843701805837
4421,26,7,171.69545454545454,93.97178716453928,4,172.2421875,98.26649337312323
4422,26,7,171.69545454545454,93.97178716453928,5,152.90755208333334,106.80008762794894
4423,26,7,171.69545454545454,93.97178716453928,6,130.34895833333334,86.10400066090496
4424,26,8,199.23181818181817,89.93105368431108,0,149.0859375,96.97423902957453
4425,26,8,199.23181818181817,89.93105368431108,1,160.8671875,100.2676369834185
4426,26,8,199.23181818181817,89.93105368431108,2,163.86301369863014,101.528917687069
4427,26,8,199.23181818181817,89.93105368431108,3,173.91964285714286,103.36843701805837
4428,26,8,199.23181818181817,89.93105368431108,4,172.2421875,98.26649337312323
4429,26,8,199.23181818181817,89.93105368431108,5,152.90755208333334,106.80008762794894
4430,26,8,199.23181818181817,89.93105368431108,6,130.34895833333334,86.10400066090496
4431,26,9,197.02727272727273,59.5973489482581,0,149.0859375,96.97423902957453
4432,26,9,197.02727272727273,59.5973489482581,1,160.8671875,100.2676369834185
4433,26,9,197.02727272727273,59.5973489482581,2,163.86301369863014,101.528917687069
4434,26,9,197.02727272727273,59.5973489482581,3,173.91964285714286,103.36843701805837
4435,26,9,197.02727272727273,59.5973489482581,4,172.2421875,98.26649337312323
4436,26,9,197.02727272727273,59.5973489482581,5,152.90755208333334,106.80008762794894
4437,26,9,197.02727272727273,59.5973489482581,6,130.34895833333334,86.10400066090496
4438,26,10,204.9909090909091,45.42553652993868,0,149.0859375,96.97423902957453
4439,26,10,204.9909090909091,45.42553652993868,1,160.8671875,100.2676369834185
4440,26,10,204.9909090909091,45.42553652993868,2,163.86301369863014,101.528917687069
4441,26,10,204.9909090909091,45.42553652993868,3,173.91964285714286,103.36843701805837
4442,26,10,204.9909090909091,45.42553652993868,4,172.2421875,98.26649337312323
4443,26,10,204.9909090909091,45.42553652993868,5,152.90755208333334,106.80008762794894
4444,26,10,204.9909090909091,45.42553652993868,6,130.34895833333334,86.10400066090496
4445,26,11,218.05454545454546,42.498205465983766,0,149.0859375,96.97423902957453
4446,26,11,218.05454545454546,42.498205465983766,1,160.8671875,100.2676369834185
4447,26,11,218.05454545454546,42.498205465983766,2,163.86301369863014,101.528917687069
4448,26,11,218.05454545454546,42.498205465983766,3,173.91964285714286,103.36843701805837
4449,26,11,218.05454545454546,42.498205465983766,4,172.2421875,98.26649337312323
4450,26,11,218.05454545454546,42.498205465983766,5,152.90755208333334,106.80008762794894
4451,26,11,218.05454545454546,42.498205465983766,6,130.34895833333334,86.10400066090496
4452,26,12,235.38181818181818,45.86549360388956,0,149.0859375,96.97423902957453
4453,26,12,235.38181818181818,45.86549360388956,1,160.8671875,100.2676369834185
4454,26,12,235.38181818181818,45.86549360388956,2,163.86301369863014,101.528917687069
4455,26,12,235.38181818181818,45.86549360388956,3,173.91964285714286,103.36843701805837
4456,26,12,235.38181818181818,45.86549360388956,4,172.2421875,98.26649337312323
4457,26,12,235.38181818181818,45.86549360388956,5,152.90755208333334,106.80008762794894
4458,26,12,235.38181818181818,45.86549360388956,6,130.34895833333334,86.10400066090496
4459,26,13,230.2409090909091,44.22742345503692,0,149.0859375,96.97423902957453
4460,26,13,230.2409090909091,44.22742345503692,1,160.8671875,100.2676369834185
4461,26,13,230.2409090909091,44.22742345503692,2,163.86301369863014,101.528917687069
4462,26,13,230.2409090909091,44.22742345503692,3,173.91964285714286,103.36843701805837
4463,26,13,230.2409090909091,44.22742345503692,4,172.2421875,98.26649337312323
4464,26,13,230.2409090909091,44.22742345503692,5,152.90755208333334,106.80008762794894
4465,26,13,230.2409090909091,44.22742345503692,6,130.34895833333334,86.10400066090496
4466,26,14,247.2981651376147,48.22688406737658,0,149.0859375,96.97423902957453
4467,26,14,247.2981651376147,48.22688406737658,1,160.8671875,100.2676369834185
4468,26,14,247.2981651376147,48.22688406737658,2,163.86301369863014,101.528917687069
4469,26,14,247.2981651376147,48.22688406737658,3,173.91964285714286,103.36843701805837
4470,26,14,247.2981651376147,48.22688406737658,4,172.2421875,98.26649337312323
4471,26,14,247.2981651376147,48.22688406737658,5,152.90755208333334,106.80008762794894
4472,26,14,247.2981651376147,48.22688406737658,6,130.34895833333334,86.10400066090496
4473,26,15,263.8287037037037,50.26750126963937,0,149.0859375,96.97423902957453
4474,26,15,263.8287037037037,50.26750126963937,1,160.8671875,100.2676369834185
4475,26,15,263.8287037037037,50.26750126963937,2,163.86301369863014,101.528917687069
4476,26,15,263.8287037037037,50.26750126963937,3,173.91964285714286,103.36843701805837
4477,26,15,263.8287037037037,50.26750126963937,4,172.2421875,98.26649337312323
4478,26,15,263.8287037037037,50.26750126963937,5,152.90755208333334,106.80008762794894
4479,26,15,263.8287037037037,50.26750126963937,6,130.34895833333334,86.10400066090496
4480,26,16,237.41203703703704,45.20055199826059,0,149.0859375,96.97423902957453
4481,26,16,237.41203703703704,45.20055199826059,1,160.8671875,100.2676369834185
4482,26,16,237.41203703703704,45.20055199826059,2,163.86301369863014,101.528917687069
4483,26,16,237.41203703703704,45.20055199826059,3,173.91964285714286,103.36843701805837
4484,26,16,237.41203703703704,45.20055199826059,4,172.2421875,98.26649337312323
4485,26,16,237.41203703703704,45.20055199826059,5,152.90755208333334,106.80008762794894
4486,26,16,237.41203703703704,45.20055199826059,6,130.34895833333334,86.10400066090496
4487,26,17,255.93055555555554,49.77334480134098,0,149.0859375,96.97423902957453
4488,26,17,255.93055555555554,49.77334480134098,1,160.8671875,100.2676369834185
4489,26,17,255.93055555555554,49.77334480134098,2,163.86301369863014,101.528917687069
4490,26,17,255.93055555555554,49.77334480134098,3,173.91964285714286,103.36843701805837
4491,26,17,255.93055555555554,49.77334480134098,4,172.2421875,98.26649337312323
4492,26,17,255.93055555555554,49.77334480134098,5,152.90755208333334,106.80008762794894
4493,26,17,255.93055555555554,49.77334480134098,6,130.34895833333334,86.10400066090496
4494,26,18,261.712962962963,56.1874025318224,0,149.0859375,96.97423902957453
4495,26,18,261.712962962963,56.1874025318224,1,160.8671875,100.2676369834185
4496,26,18,261.712962962963,56.1874025318224,2,163.86301369863014,101.528917687069
4497,26,18,261.712962962963,56.1874025318224,3,173.91964285714286,103.36843701805837
4498,26,18,261.712962962963,56.1874025318224,4,172.2421875,98.26649337312323
4499,26,18,261.712962962963,56.1874025318224,5,152.90755208333334,106.80008762794894
4500,26,18,261.712962962963,56.1874025318224,6,130.34895833333334,86.10400066090496
4501,26,19,223.44444444444446,60.87399617942552,0,149.0859375,96.97423902957453
4502,26,19,223.44444444444446,60.87399617942552,1,160.8671875,100.2676369834185
4503,26,19,223.44444444444446,60.87399617942552,2,163.86301369863014,101.528917687069
4504,26,19,223.44444444444446,60.87399617942552,3,173.91964285714286,103.36843701805837
4505,26,19,223.44444444444446,60.87399617942552,4,172.2421875,98.26649337312323
4506,26,19,223.44444444444446,60.87399617942552,5,152.90755208333334,106.80008762794894
4507,26,19,223.44444444444446,60.87399617942552,6,130.34895833333334,86.10400066090496
4508,26,20,180.69907407407408,46.71195453856637,0,149.0859375,96.97423902957453
4509,26,20,180.69907407407408,46.71195453856637,1,160.8671875,100.2676369834185
4510,26,20,180.69907407407408,46.71195453856637,2,163.86301369863014,101.528917687069
4511,26,20,180.69907407407408,46.71195453856637,3,173.91964285714286,103.36843701805837
4512,26,20,180.69907407407408,46.71195453856637,4,172.2421875,98.26649337312323
4513,26,20,180.69907407407408,46.71195453856637,5,152.90755208333334,106.80008762794894
4514,26,20,180.69907407407408,46.71195453856637,6,130.34895833333334,86.10400066090496
4515,26,21,155.59722222222223,38.736315413097124,0,149.0859375,96.97423902957453
4516,26,21,155.59722222222223,38.736315413097124,1,160.8671875,100.2676369834185
4517,26,21,155.59722222222223,38.736315413097124,2,163.86301369863014,101.528917687069
4518,26,21,155.59722222222223,38.736315413097124,3,173.91964285714286,103.36843701805837
4519,26,21,155.59722222222223,38.736315413097124,4,172.2421875,98.26649337312323
4520,26,21,155.59722222222223,38.736315413097124,5,152.90755208333334,106.80008762794894
4521,26,21,155.59722222222223,38.736315413097124,6,130.34895833333334,86.10400066090496
4522,26,22,129.59259259259258,43.68503272758293,0,149.0859375,96.97423902957453
4523,26,22,129.59259259259258,43.68503272758293,1,160.8671875,100.2676369834185
4524,26,22,129.59259259259258,43.68503272758293,2,163.86301369863014,101.528917687069
4525,26,22,129.59259259259258,43.68503272758293,3,173.91964285714286,103.36843701805837
4526,26,22,129.59259259259258,43.68503272758293,4,172.2421875,98.26649337312323
4527,26,22,129.59259259259258,43.68503272758293,5,152.90755208333334,106.80008762794894
4528,26,22,129.59259259259258,43.68503272758293,6,130.34895833333334,86.10400066090496
4529,26,23,89.26388888888889,45.26099806385663,0,149.0859375,96.97423902957453
4530,26,23,89.26388888888889,45.26099806385663,1,160.8671875,100.2676369834185
4531,26,23,89.26388888888889,45.26099806385663,2,163.86301369863014,101.528917687069
4532,26,23,89.26388888888889,45.26099806385663,3,173.91964285714286,103.36843701805837
4533,26,23,89.26388888888889,45.26099806385663,4,172.2421875,98.26649337312323
4534,26,23,89.26388888888889,45.26099806385663,5,152.90755208333334,106.80008762794894
4535,26,23,89.26388888888889,45.26099806385663,6,130.34895833333334,86.10400066090496
4536,27,0,18.222727272727273,10.488107281797985,0,19.877604166666668,11.736041657353546
4537,27,0,18.222727272727273,10.488107281797985,1,19.45703125,12.649552920517909
4538,27,0,18.222727272727273,10.488107281797985,2,19.873972602739727,12.277339553067112
4539,27,0,18.222727272727273,10.488107281797985,3,20.46577380952381,12.96189605442857
4540,27,0,18.222727272727273,10.488107281797985,4,27.053385416666668,16.50280728352541
4541,27,0,18.222727272727273,10.488107281797985,5,25.225260416666668,11.4601531732118
4542,27,0,18.222727272727273,10.488107281797985,6,24.475260416666668,11.036831189073721
4543,27,1,14.818181818181818,14.604797996994042,0,19.877604166666668,11.736041657353546
4544,27,1,14.818181818181818,14.604797996994042,1,19.45703125,12.649552920517909
4545,27,1,14.818181818181818,14.604797996994042,2,19.873972602739727,12.277339553067112
4546,27,1,14.818181818181818,14.604797996994042,3,20.46577380952381,12.96189605442857
4547,27,1,14.818181818181818,14.604797996994042,4,27.053385416666668,16.50280728352541
4548,27,1,14.818181818181818,14.604797996994042,5,25.225260416666668,11.4601531732118
4549,27,1,14.818181818181818,14.604797996994042,6,24.475260416666668,11.036831189073721
4550,27,2,11.136363636363637,11.484734575469792,0,19.877604166666668,11.736041657353546
4551,27,2,11.136363636363637,11.484734575469792,1,19.45703125,12.649552920517909
4552,27,2,11.136363636363637,11.484734575469792,2,19.873972602739727,12.277339553067112
4553,27,2,11.136363636363637,11.484734575469792,3,20.46577380952381,12.96189605442857
4554,27,2,11.136363636363637,11.484734575469792,4,27.053385416666668,16.50280728352541
4555,27,2,11.136363636363637,11.484734575469792,5,25.225260416666668,11.4601531732118
4556,27,2,11.136363636363637,11.484734575469792,6,24.475260416666668,11.036831189073721
4557,27,3,8.995454545454546,9.459115449620468,0,19.877604166666668,11.736041657353546
4558,27,3,8.995454545454546,9.459115449620468,1,19.45703125,12.649552920517909
4559,27,3,8.995454545454546,9.459115449620468,2,19.873972602739727,12.277339553067112
4560,27,3,8.995454545454546,9.459115449620468,3,20.46577380952381,12.96189605442857
4561,27,3,8.995454545454546,9.459115449620468,4,27.053385416666668,16.50280728352541
4562,27,3,8.995454545454546,9.459115449620468,5,25.225260416666668,11.4601531732118
4563,27,3,8.995454545454546,9.459115449620468,6,24.475260416666668,11.036831189073721
4564,27,4,11.090909090909092,7.990914309298227,0,19.877604166666668,11.736041657353546
4565,27,4,11.090909090909092,7.990914309298227,1,19.45703125,12.649552920517909
4566,27,4,11.090909090909092,7.990914309298227,2,19.873972602739727,12.277339553067112
4567,27,4,11.090909090909092,7.990914309298227,3,20.46577380952381,12.96189605442857
4568,27,4,11.090909090909092,7.990914309298227,4,27.053385416666668,16.50280728352541
4569,27,4,11.090909090909092,7.990914309298227,5,25.225260416666668,11.4601531732118
4570,27,4,11.090909090909092,7.990914309298227,6,24.475260416666668,11.036831189073721
4571,27,5,14.536363636363637,7.027249340376529,0,19.877604166666668,11.736041657353546
4572,27,5,14.536363636363637,7.027249340376529,1,19.45703125,12.649552920517909
4573,27,5,14.536363636363637,7.027249340376529,2,19.873972602739727,12.277339553067112
4574,27,5,14.536363636363637,7.027249340376529,3,20.46577380952381,12.96189605442857
4575,27,5,14.536363636363637,7.027249340376529,4,27.053385416666668,16.50280728352541
